ARB Arm Blade Position LF,ARB Arm Blade Position RF,ARB Arm Blade Position LR,ARB Arm Blade Position RR,Additional ARB Rounds Front,Additional ARB Rounds Rear,Additional Fuel Mass,Additional Spring Rounds LF,Additional Spring Rounds RF,Additional Spring Rounds LR,Additional Spring Rounds RR,Atmospheric Conditions - Air Pressure,Atmospheric Conditions - Air Temperature,Atmospheric Conditions - Relative Humidity,Camber LF,Camber RF,Camber LR,Camber RR,Spring Rate LF,Spring Rate RF,Spring Rate LR,Spring Rate RR,Toe Inches LF,Toe Inches RF,Toe Inches LR,Toe Inches RR,Differential Preload Pressure,Cross Weight % Race Unhooked,Cross Weight % Race Hooked,Nose Weight % Race Hooked,Frame Height LF Race Unhooked,Frame Height RF Race Unhooked,Frame Height RR Race Unhooked,Tire Cold Pressure LF,Tire Cold Pressure LR,Tire Cold Pressure RF,Tire Cold Pressure RR,Right Side Weight Race Hooked,Speed Profile Lap Sim Track Mu,Rollout Delta RR
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2641.22222222222,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2730.11111111111,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2819,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,825,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,913.888888888889,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1002.77777777778,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1091.66666666667,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1180.55555555556,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1269.44444444444,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1358.33333333333,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1447.22222222222,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1536.11111111111,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1625,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,-0.1,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,-0.0777777777777778,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,-0.0555555555555556,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,-0.0333333333333333,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,-0.0111111111111111,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.0111111111111111,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.0333333333333333,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.0555555555555556,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.0777777777777778,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.1,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,-0.1,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,-0.0777777777777778,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,-0.0555555555555556,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,-0.0333333333333333,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,-0.0111111111111111,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.0111111111111111,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.0333333333333333,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.0555555555555556,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.0777777777777778,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.1,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.196,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.173777777777778,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.151555555555556,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.129333333333333,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.107111111111111,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.0848888888888889,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.0626666666666667,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.0404444444444444,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.0182222222222222,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,0.004,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,-0.054,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,-0.0317777777777778,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,-0.00955555555555556,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.0126666666666667,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.0348888888888889,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.0571111111111111,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.0793333333333333,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.101555555555556,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.123777777777778,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.146,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,200,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,325,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,575,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,700,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,54.5,54.5,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,55.1363636363636,55.1363636363636,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,55.7727272727273,55.7727272727273,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,56.4090909090909,56.4090909090909,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,57.0454545454545,57.0454545454545,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,57.6818181818182,57.6818181818182,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.3181818181818,58.3181818181818,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.9545454545455,58.9545454545455,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,59.5909090909091,59.5909090909091,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,60.2272727272727,60.2272727272727,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,60.8636363636364,60.8636363636364,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,61.5,61.5,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,49.1,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,49.4636363636364,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,49.8272727272727,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,50.1909090909091,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,50.5545454545455,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,50.9181818181818,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.2818181818182,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.6454545454545,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,52.0090909090909,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,52.3727272727273,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,52.7363636363636,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,53.1,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,1.92,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,1.94222222222222,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,1.96444444444444,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.000
